score,label
0.00015377428,1
7.038973e-05,1
1.6856915e-06,1
6.934618e-05,1
0.00034932452,1
0.00021645012,1
8.1872706e-05,1
0.00012734819,1
1.9919727e-05,1
6.120537e-07,1
2.8118936e-06,1
2.3782566e-06,1
1.315922e-06,1
2.1911283e-06,1
4.3827433e-05,1
9.274213e-05,1
8.404395e-05,1
1.2905862e-07,1
4.6423418e-07,1
1.6566176e-07,1
9.080441e-06,1
2.3626833e-05,1
0.00013988902,1
9.7347975e-06,1
1.8887127e-06,1
1.5456919e-05,1
2.7227443e-06,1
3.1713087e-05,1
1.63016e-05,1
7.894682e-05,1
0.00023736377,1
1.7729182e-05,1
0.00013698918,1
2.4259349e-05,1
1.2100111e-05,1
0.00010858666,1
1.924602e-06,1
2.8303795e-08,1
1.9978934e-05,1
0.0001332156,1
4.4148e-05,1
1.9752504e-06,1
1.0736762e-06,1
4.9909817e-05,1
6.508922e-05,1
2.690238e-06,1
0.00012370112,1
3.0629212e-06,1
1.3545302e-06,1
4.108408e-05,1
1.0515403e-05,1
4.4397475e-05,1
3.5224348e-06,1
9.92514e-06,1
9.455828e-08,1
2.0056017e-05,1
2.0708541e-05,1
1.1463605e-09,1
2.695999e-06,1
7.2177335e-07,1
4.335261e-11,1
3.5917162e-07,1
9.321714e-06,1
6.920723e-07,1
4.7384747e-05,1
4.0107284e-06,1
3.0884166e-08,1
1.6658502e-08,1
8.6003536e-07,1
3.6275208e-06,1
5.4211256e-07,1
1.9280009e-07,1
2.4124525e-05,1
8.07648e-06,1
3.0470568e-05,1
1.05320716e-07,1
1.747662e-06,1
7.9171856e-05,1
3.3365402e-06,1
1.4209185e-05,1
9.674409e-06,1
1.9849872e-06,1
1.7327459e-06,1
2.181429e-06,1
8.137985e-06,1
8.662671e-06,1
0.00012284853,1
8.303409e-07,1
9.58031e-08,1
8.3878185e-06,1
2.0738156e-07,1
2.1175474e-05,1
5.2204356e-05,1
0.0003301716,1
3.09293e-05,1
1.8548444e-07,1
2.4238163e-08,1
1.935297e-08,1
1.9401596e-05,1
3.8557824e-05,1
8.306488e-06,1
1.9828396e-06,1
5.675507e-07,1
2.4102692e-10,1
6.358719e-11,1
3.4857045e-08,1
8.726815e-06,1
7.5809203e-06,1
1.8522012e-05,1
5.8681167e-06,1
8.174294e-06,1
3.7344493e-05,1
5.2060732e-05,1
4.1278992e-05,1
4.082534e-05,1
1.3582583e-06,1
1.626261e-05,1
5.38814e-05,1
8.732446e-05,1
4.8602956e-06,1
7.876499e-05,1
4.2775362e-05,1
3.2623277e-05,1
3.5937406e-05,1
4.3737887e-07,1
8.216404e-06,1
1.1114918e-05,1
