reconstruction_error,true_label,predicted_label
0.07352795,0,0
0.01829904,0,0
0.03658989,0,0
0.38692752,1,1
0.087261,0,0
0.5685371,1,1
0.013751626,0,0
0.42941707,1,1
0.14865787,1,0
0.28095588,1,1
0.0026959903,0,0
0.04361491,0,0
0.05615139,0,0
0.47042784,1,1
0.65999997,1,1
0.19800796,1,1
0.26015782,1,1
0.49760094,1,1
0.4934272,1,1
0.002387972,0,0
0.28967142,1,1
3.4669623,1,1
0.4777131,1,1
1.3710166,1,1
0.07108371,1,0
0.0076723746,0,0
0.68070835,1,1
0.34743977,1,1
0.66093457,1,1
0.4127128,1,1
0.3343392,1,1
0.5006835,1,1
0.51092553,1,1
1.5393723,1,1
0.62980294,1,1
0.06704858,1,0
0.31189984,1,1
0.07592555,1,0
0.016670944,0,0
0.3631438,1,1
0.30504015,1,1
0.07763028,0,0
0.547469,1,1
0.61089456,1,1
0.19790456,1,1
0.0063114436,0,0
1.4869176,1,1
1.5166214,1,1
0.36882585,1,1
0.5073341,0,1
0.35989425,1,1
0.022405133,0,0
0.014079782,0,0
0.005255851,0,0
0.075524285,1,0
0.41352105,1,1
0.54685116,1,1
0.006133474,0,0
0.53160304,1,1
0.044225357,0,0
0.3691132,1,1
0.56670445,1,1
0.05032625,0,0
0.030268967,0,0
0.05521991,0,0
0.07186999,0,0
0.77668977,1,1
0.55527186,1,1
0.08856556,1,0
0.3175199,1,1
0.022940159,0,0
0.30150566,1,1
0.008727375,0,0
0.003818774,0,0
1.2718716,1,1
0.6879356,1,1
0.32216907,1,1
0.0071711987,0,0
0.062213235,0,0
0.24251887,1,1
0.11714214,1,0
0.007881014,0,0
0.02006464,0,0
0.1530078,0,0
0.041067533,1,0
0.026333373,0,0
0.09288442,0,0
0.012292946,0,0
0.081898235,1,0
0.0452,0,0
0.0041766884,0,0
0.05508532,0,0
0.49495584,1,1
0.0042974725,0,0
0.13039596,1,0
0.0037795152,0,0
0.34135944,1,1
0.003189056,0,0
0.034917947,0,0
0.051842183,0,0
0.22657259,1,1
0.14428255,1,0
0.41366974,0,1
0.5542303,1,1
0.4119072,1,1
0.11355058,0,0
0.13413975,1,0
0.26835954,1,1
0.07103945,0,0
0.57770246,1,1
0.54677224,1,1
0.25335726,1,1
0.017661031,0,0
0.116631135,1,0
0.48751783,1,1
0.3745427,1,1
0.033597033,0,0
0.018864084,0,0
0.02106547,0,0
0.02477536,1,0
0.1269848,0,0
0.40601444,1,1
1.3206569,1,1
0.36463162,1,1
0.019984206,0,0
0.23008685,1,1
0.0035018004,0,0
0.038313705,0,0
0.06309526,1,0
0.10969293,0,0
0.39473695,1,1
0.7554828,1,1
0.7565204,1,1
0.7173285,1,1
0.17490023,0,0
0.0025148378,0,0
0.50951064,1,1
0.0051364526,0,0
0.32522917,1,1
0.71303356,1,1
0.48844212,1,1
0.020387907,0,0
0.18308477,1,0
0.019841025,0,0
0.42806268,1,1
0.41022706,1,1
0.10538582,0,0
0.055797838,1,0
0.057708405,1,0
0.61515886,1,1
0.8105303,1,1
0.005562374,0,0
0.17061122,1,0
0.5435583,1,1
0.07042442,0,0
0.28588673,1,1
0.0016279385,0,0
0.16698849,1,0
0.16902304,1,0
0.019490657,0,0
0.033027824,0,0
0.083428204,0,0
0.30034918,1,1
0.018847613,0,0
0.7586452,1,1
0.05306549,0,0
0.47716865,1,1
0.035020433,1,0
0.048313893,0,0
0.31196523,1,1
0.030073393,0,0
0.00093370164,0,0
1.9917673,1,1
0.10837177,1,0
0.54211175,1,1
0.5187281,1,1
1.533945,1,1
0.0147731695,0,0
0.060060643,0,0
0.0024960204,0,0
0.06505829,0,0
0.63256323,1,1
0.051695596,1,0
0.022757668,0,0
0.3626219,1,1
0.009250814,0,0
0.04245431,0,0
0.033639167,0,0
0.017421482,0,0
0.44979206,1,1
0.005563852,0,0
0.10061054,1,0
0.8853051,1,1
0.20493035,1,1
0.5847316,1,1
0.67028964,1,1
0.3925225,0,1
0.5677396,1,1
0.09191749,0,0
0.25885236,1,1
0.015864318,0,0
0.026267221,0,0
0.06939318,0,0
0.6439272,1,1
1.0440271,1,1
0.19366279,1,1
0.27598515,1,1
0.045034252,0,0
0.019284645,0,0
0.037218653,1,0
0.222766,1,1
0.33836588,1,1
0.939761,1,1
0.33089656,1,1
0.029147604,0,0
0.58640635,1,1
0.6105567,1,1
0.122765936,1,0
0.0024490987,0,0
0.023558127,0,0
0.042231448,1,0
0.0071545257,0,0
0.0069532916,0,0
0.08117399,0,0
0.62286454,1,1
0.02571031,0,0
0.04096637,0,0
0.3498488,1,1
0.0036249731,0,0
0.0056533995,0,0
0.040111914,0,0
0.020870917,0,0
1.0515215,1,1
0.0075236224,0,0
0.1719875,1,0
0.017391369,0,0
0.6303951,1,1
0.02443094,1,0
0.05231815,0,0
0.004141214,0,0
0.47649318,1,1
2.0593133,1,1
0.031033993,1,0
0.4029848,1,1
0.013681543,0,0
0.0009248946,0,0
0.31185123,1,1
0.26980907,1,1
0.29202145,1,1
2.8926904,0,1
0.044019777,0,0
0.7281594,1,1
0.011848168,0,0
0.1340052,0,0
0.038648836,0,0
0.58207047,1,1
0.044814177,0,0
0.63289076,1,1
1.4096887,1,1
0.0080449,0,0
0.006763137,0,0
0.11734237,1,0
0.015490385,0,0
0.016293144,0,0
0.039285373,0,0
0.31087998,1,1
0.102673545,0,0
0.069581576,1,0
0.5207688,1,1
0.0064238952,0,0
0.5675865,1,1
0.010763919,0,0
0.0777991,1,0
0.43932146,1,1
0.0016653097,0,0
0.5374816,1,1
0.034395233,0,0
1.3183835,1,1
0.007036022,0,0
0.022185503,0,0
0.4779412,1,1
0.16834608,1,0
0.025665795,0,0
0.29533336,1,1
0.022538066,0,0
0.01079481,0,0
0.4145202,1,1
0.055560745,0,0
0.13140629,0,0
0.22752948,1,1
0.19743869,0,1
0.5499002,1,1
0.092416,1,0
0.55440533,1,1
0.021141117,0,0
0.05044607,1,0
3.771925,0,1
0.46465573,1,1
0.014838586,0,0
0.0039051347,0,0
1.376128,1,1
0.33337694,0,1
0.058953594,1,0
0.011930385,0,0
0.004021941,0,0
0.007462169,0,0
0.014868076,0,0
0.2138654,1,1
0.02309467,0,0
0.1051258,0,0
0.032556057,0,0
0.055965334,1,0
0.5163463,1,1
0.4376399,1,1
0.14117461,1,0
0.51006776,1,1
0.072976544,0,0
0.07115028,0,0
0.010762726,0,0
1.3711393,1,1
0.5197836,1,1
0.40167475,1,1
0.43623576,1,1
0.0056360275,0,0
0.4882272,1,1
0.0029612086,0,0
0.023088213,0,0
0.35857892,1,1
1.6905034,1,1
0.005957488,0,0
0.011404509,0,0
0.0151163535,0,0
0.10021199,0,0
0.5741735,1,1
0.10031693,1,0
0.033363663,1,0
0.025899176,1,0
0.0018906718,0,0
0.025846872,0,0
0.63457,0,1
0.013065299,0,0
0.55846226,1,1
0.1711457,0,0
0.008890243,0,0
0.16596928,1,0
0.72731555,1,1
0.060075182,0,0
0.75654376,1,1
0.14988686,1,0
0.33782747,1,1
0.15690859,0,0
0.11624565,1,0
0.06461394,0,0
0.104414046,0,0
0.030991431,0,0
0.4586459,1,1
0.46660432,1,1
0.6128031,1,1
0.054153163,0,0
0.15611914,1,0
0.009457861,0,0
0.40824285,1,1
0.023634601,0,0
0.09484629,0,0
0.33953753,1,1
0.3252642,1,1
0.51378286,1,1
0.025478717,1,0
0.0081855,0,0
1.0222666,1,1
0.41285634,1,1
0.053740002,1,0
0.013660575,0,0
0.07149127,0,0
0.5837962,1,1
0.08326234,1,0
0.18895945,1,0
0.21983084,1,1
0.29178378,1,1
0.19326486,1,1
0.08468816,0,0
0.5592326,1,1
0.6752068,1,1
0.102796376,0,0
0.019821914,0,0
0.050936054,0,0
0.07101159,1,0
0.08444252,1,0
0.2679707,1,1
0.006000995,0,0
0.08472147,1,0
0.06134615,0,0
0.68862754,1,1
0.530722,1,1
0.43932232,1,1
0.028871963,0,0
0.14648637,1,0
0.3774176,1,1
0.14765416,0,0
0.08802713,0,0
0.0072725504,0,0
0.10213371,0,0
0.0066103274,0,0
0.54239166,1,1
0.010808804,0,0
0.0028979992,0,0
0.0036663108,0,0
0.06688925,1,0
0.17455006,0,0
0.5815395,1,1
0.058008462,1,0
0.01823273,0,0
0.16977516,0,0
0.615629,1,1
0.49518117,1,1
0.025984887,0,0
0.0030578861,0,0
0.022832748,0,0
0.059332978,0,0
0.49561152,1,1
0.007679785,0,0
0.06628974,0,0
0.0016028868,0,0
0.0719962,0,0
0.33807707,1,1
0.2875726,1,1
0.15033716,1,0
0.54982936,1,1
0.017791834,0,0
0.08600147,0,0
0.9882933,1,1
0.06343112,0,0
0.0709457,0,0
0.03390342,0,0
0.10121056,0,0
0.04404382,0,0
0.087636486,1,0
0.022697741,0,0
0.2718274,1,1
0.0059588356,0,0
0.08797477,0,0
0.04185232,0,0
0.11385447,1,0
0.0043125525,0,0
0.24596794,1,1
0.7560191,1,1
0.16494752,1,0
0.041337855,0,0
0.6946823,1,1
0.5218116,1,1
0.4504903,1,1
0.06343566,1,0
0.60184896,1,1
0.19831137,1,1
0.0046016253,0,0
0.5006592,1,1
0.055205494,0,0
0.14101058,0,0
0.06495897,0,0
0.48978433,1,1
0.76281166,0,1
0.56330204,1,1
0.06490637,1,0
0.4855668,1,1
0.012075305,0,0
0.41732985,1,1
0.49141988,1,1
0.07496368,0,0
0.13741083,1,0
0.15262216,0,0
0.033213187,1,0
0.46274748,1,1
0.389551,1,1
0.026421279,1,0
0.4774413,1,1
0.05828748,0,0
0.3828472,1,1
0.024460493,1,0
0.008892497,0,0
0.24030137,1,1
0.009393438,0,0
0.5791459,1,1
0.0069771484,0,0
0.086383924,1,0
0.61235213,1,1
0.30366778,1,1
0.92505777,1,1
0.01985425,0,0
0.5235344,1,1
0.46131507,1,1
0.37244678,1,1
0.30441114,1,1
0.027577866,0,0
0.17425844,1,0
0.041818567,0,0
0.3532557,1,1
0.53297025,1,1
0.43889457,1,1
0.005609222,0,0
0.6066451,1,1
0.019024223,0,0
0.30098477,1,1
0.16431637,1,0
0.29782346,1,1
1.5251212,1,1
0.21563597,0,1
0.502457,1,1
0.5901182,1,1
0.005025835,0,0
0.21359606,0,1
0.4779107,1,1
0.35035285,1,1
0.002788335,0,0
0.042398695,0,0
0.064366885,0,0
0.051265318,0,0
0.24128732,1,1
0.20234981,1,1
0.010864322,0,0
0.011270508,0,0
0.006796036,0,0
0.027390484,1,0
0.49388322,1,1
0.04371641,0,0
0.0039591016,0,0
0.15500855,0,0
0.8151865,1,1
0.75321084,1,1
0.0061937217,0,0
0.044357214,0,0
0.11057371,1,0
0.19152594,1,0
0.2016935,0,1
0.2167954,0,1
0.11965767,0,0
0.14211042,0,0
0.03413317,0,0
0.32773918,1,1
0.005807321,0,0
0.27245778,1,1
0.112468466,0,0
0.0029253715,0,0
0.50466144,1,1
0.3542046,1,1
0.08219357,1,0
0.5120524,1,1
0.52159727,1,1
0.0037264233,0,0
1.7614378,1,1
0.007640382,0,0
0.5031984,1,1
0.025532354,0,0
0.012864189,0,0
0.0034664404,0,0
0.019158026,1,0
0.35092276,1,1
0.2688681,0,1
0.37756893,1,1
0.0078117186,0,0
0.16962725,1,0
0.048570134,1,0
0.42733502,1,1
0.12318353,0,0
0.0071211434,0,0
0.030384395,0,0
0.35426944,1,1
0.025537241,0,0
0.6117875,1,1
1.2343448,1,1
0.021439536,0,0
0.024397451,0,0
1.6203455,1,1
0.5975016,1,1
0.3204145,1,1
0.3790064,1,1
0.042690806,0,0
0.48578,1,1
0.3688199,1,1
0.057406656,0,0
0.47452474,0,1
0.07328318,0,0
0.056764282,0,0
0.009481595,0,0
0.9589698,1,1
0.28323126,1,1
0.37086144,1,1
0.100578666,0,0
0.15618877,0,0
0.0030578817,0,0
0.07274409,1,0
0.059042074,0,0
0.03954634,0,0
1.434058,1,1
0.010339177,0,0
0.071377,0,0
0.15880452,1,0
0.5970982,1,1
0.059285738,0,0
0.21959276,1,1
0.027015755,1,0
0.00417133,0,0
0.015796896,0,0
0.043471586,0,0
0.004944896,0,0
0.117819,0,0
0.29414833,1,1
0.013636595,0,0
0.40375838,1,1
0.47908053,1,1
0.105415836,1,0
0.079624675,0,0
0.19402686,1,1
0.006377536,0,0
0.05814298,0,0
0.05927179,1,0
0.11730254,1,0
0.014890718,0,0
0.0010399849,0,0
0.053655196,1,0
0.013415337,0,0
0.9440427,1,1
0.12514237,0,0
0.3661882,1,1
0.6431244,1,1
0.0075053414,0,0
0.12890752,0,0
0.22806995,1,1
0.6067469,1,1
0.14874782,0,0
0.054894783,1,0
0.4097311,1,1
0.11335931,0,0
0.041694816,0,0
0.0072582937,0,0
0.39656848,1,1
0.4443019,1,1
0.03846564,0,0
0.19651172,0,1
0.42872342,1,1
0.4181923,1,1
0.0065990626,0,0
0.037414886,0,0
0.016399316,0,0
0.054816354,0,0
0.18560134,1,0
0.0676405,0,0
0.55078816,1,1
1.2373226,1,1
0.020795103,0,0
0.077992335,1,0
0.298891,0,1
0.010330824,0,0
0.05858172,0,0
0.03847525,1,0
0.014593309,0,0
0.25288382,1,1
0.13711777,1,0
0.0054520294,0,0
0.4017322,1,1
0.09041986,0,0
0.49221763,1,1
0.03450158,0,0
0.33816898,1,1
0.045917768,0,0
0.030997599,0,0
0.32009998,1,1
0.72221106,1,1
0.20082161,1,1
0.29987273,0,1
0.19100043,1,0
0.006290258,0,0
0.069796875,1,0
0.17883587,1,0
0.09162951,0,0
0.029755214,0,0
0.0238464,0,0
0.19340697,0,1
0.42712212,1,1
0.51357603,1,1
0.0066359476,0,0
0.067571595,0,0
0.08014022,0,0
0.49155062,1,1
0.03370056,0,0
0.01044024,0,0
0.4820734,1,1
0.46927476,1,1
0.026276374,0,0
0.029432977,0,0
0.030014882,1,0
0.2692783,0,1
0.04719106,0,0
0.2648924,1,1
0.06477799,1,0
0.09673893,0,0
0.006958916,0,0
0.08167877,1,0
0.68936634,1,1
0.10090941,0,0
0.05936219,0,0
0.6816381,1,1
0.18207526,1,0
0.32180008,1,1
0.04291575,0,0
0.01856995,0,0
0.12025269,1,0
0.0022831082,0,0
0.055221748,0,0
0.25227207,1,1
0.009108917,0,0
1.9109037,1,1
0.7874461,1,1
0.6543108,1,1
0.10096846,1,0
0.29404956,1,1
0.32478198,1,1
1.7777708,1,1
0.13366659,1,0
0.5508737,1,1
0.113361254,1,0
0.7019939,1,1
0.27242836,0,1
0.2452019,1,1
0.01829433,0,0
0.011169257,0,0
0.21584144,1,1
0.043541763,0,0
0.18420509,1,0
0.02126984,0,0
0.06644589,0,0
0.6252297,1,1
0.010225374,0,0
0.032232393,1,0
0.19473621,1,1
0.55578053,1,1
0.36573714,1,1
0.030660218,0,0
0.1897862,1,0
0.40457433,1,1
0.070261426,0,0
0.03418989,0,0
0.018910216,0,0
0.525903,1,1
0.6300293,1,1
0.54515404,1,1
0.30738944,1,1
0.20433538,0,1
0.3143681,1,1
0.035089396,0,0
1.3140986,1,1
0.36586595,1,1
0.63782084,1,1
0.5593471,1,1
0.6667124,1,1
0.00985145,0,0
0.0032535743,0,0
0.2265275,1,1
0.45711368,1,1
0.007070477,0,0
0.09387101,1,0
0.06180141,0,0
0.100674674,0,0
0.4191504,1,1
0.14962189,1,0
0.39307687,1,1
0.016011627,0,0
0.40638274,1,1
0.028943393,0,0
0.0028183623,0,0
0.4560052,1,1
0.052803993,0,0
0.10976609,1,0
1.6917146,1,1
0.025805855,0,0
1.508089,1,1
0.039917342,1,0
0.3134275,0,1
0.7613383,1,1
0.07931022,1,0
0.00921691,0,0
0.66880494,1,1
0.049798213,1,0
0.015644703,1,0
0.6682488,1,1
0.019203603,0,0
0.14011374,1,0
0.05856487,0,0
0.12423569,0,0
0.01893728,0,0
0.05616195,0,0
0.05349297,0,0
0.17928068,1,0
0.35475326,1,1
0.009497415,0,0
0.10653462,1,0
0.2206448,1,1
0.32826394,1,1
0.04320529,0,0
0.60794514,1,1
0.5169974,1,1
0.020249734,1,0
0.009189659,0,0
0.020696236,0,0
0.63016814,1,1
0.27654678,1,1
0.42552334,1,1
0.028935779,0,0
0.09272049,0,0
0.01248566,0,0
0.35771963,1,1
0.0030756844,0,0
0.29288366,0,1
0.36994773,1,1
0.5456058,1,1
0.022705022,0,0
0.002603249,0,0
0.29050365,1,1
0.03223253,0,0
0.073524795,1,0
1.5679753,1,1
0.6401028,1,1
0.0032917499,0,0
0.041567855,0,0
0.49730104,1,1
0.15929596,1,0
0.1868545,1,0
0.47003573,1,1
0.8224729,1,1
0.022669226,0,0
0.05173115,0,0
0.027103642,0,0
0.14580505,1,0
0.541811,1,1
0.40047055,1,1
0.25669423,1,1
0.18191421,1,0
0.017460473,0,0
0.2392015,1,1
0.067662746,0,0
0.81859493,1,1
0.027273666,0,0
0.3952174,1,1
0.5016892,1,1
0.0026413137,0,0
0.66466624,1,1
0.099990256,0,0
0.081048034,1,0
0.40832394,1,1
0.4058197,1,1
1.1162504,1,1
0.58978903,1,1
1.446469,1,1
0.0087016495,0,0
0.008233846,0,0
0.017980972,0,0
0.5313589,1,1
0.037384316,1,0
0.40934172,1,1
0.06478876,0,0
0.4108699,1,1
0.62516564,1,1
0.6789172,1,1
0.003935594,0,0
0.10971744,1,0
0.5670549,1,1
0.47897965,1,1
0.44569397,1,1
0.2459523,1,1
0.5296223,1,1
0.049832158,0,0
0.11705633,0,0
0.021969225,0,0
0.3478573,1,1
0.49698552,1,1
0.12800373,1,0
0.011484852,0,0
0.0382561,0,0
0.12890115,0,0
0.25646204,1,1
0.68292034,1,1
0.57364625,1,1
0.08861813,0,0
0.03950038,0,0
0.03638769,0,0
0.08244812,0,0
0.012025097,0,0
0.2401065,1,1
0.69111437,1,1
0.07487869,0,0
0.038517114,0,0
0.0029979052,0,0
0.33055544,1,1
0.39185423,1,1
0.012597946,0,0
0.60829365,1,1
0.03684387,0,0
0.51342785,1,1
0.44142255,1,1
0.48597565,1,1
0.104161546,1,0
0.43696946,1,1
0.56567174,1,1
0.17485268,1,0
0.019185364,0,0
0.09763901,0,0
0.051164944,0,0
0.009359066,0,0
0.032842666,0,0
0.010372394,0,0
0.49045223,1,1
1.4989237,1,1
0.3581947,1,1
0.19490454,1,1
0.039044645,1,0
0.075345464,0,0
0.12615769,1,0
0.36814117,1,1
0.4902679,1,1
0.0798277,1,0
0.706303,1,1
0.06286196,0,0
0.00763818,0,0
0.7651853,1,1
0.5061676,1,1
0.019502947,0,0
0.13997425,1,0
0.26541427,1,1
0.10490861,0,0
0.05208928,0,0
0.25402698,1,1
0.13536319,1,0
0.01916048,0,0
0.07435748,0,0
0.08138825,0,0
0.30007774,1,1
0.022134399,0,0
0.015862903,0,0
0.4893712,1,1
0.060149066,0,0
0.0056419545,0,0
0.13407078,1,0
0.04637119,0,0
0.057073455,0,0
0.006150986,0,0
0.0072675743,0,0
0.025384251,0,0
0.07468972,1,0
0.0033015958,0,0
0.5128556,1,1
0.29895657,1,1
0.031717528,1,0
0.46586323,1,1
0.32178017,1,1
0.0027562652,0,0
0.0023486775,0,0
0.0036113064,0,0
0.02018385,0,0
0.20509493,1,1
0.3639012,1,1
0.72529423,1,1
0.16891396,1,0
0.0827101,1,0
0.012675583,0,0
0.61131877,1,1
0.35517547,1,1
0.025097918,0,0
0.17775504,0,0
0.6357991,1,1
0.39191908,1,1
0.09417944,0,0
0.07386149,0,0
0.08070253,1,0
0.2300884,1,1
0.12154734,1,0
0.004507411,0,0
0.0053292317,0,0
0.006949929,0,0
0.04767143,1,0
0.4918453,1,1
0.06467261,0,0
0.06582037,0,0
0.27576295,1,1
0.46508914,1,1
0.56601596,1,1
0.11866113,0,0
0.008978961,0,0
0.018073702,0,0
0.06820463,1,0
0.054521006,1,0
0.3479914,1,1
0.5035925,1,1
0.036654804,1,0
0.22401845,1,1
0.0028120996,0,0
0.038843144,1,0
0.53613997,1,1
0.23075049,1,1
0.09641414,0,0
0.40875697,1,1
0.44578966,1,1
0.08966239,1,0
0.48926726,1,1
0.35293347,1,1
0.048801836,0,0
0.54162973,1,1
0.024062905,1,0
0.022109926,0,0
0.1879277,0,0
0.23434226,1,1
0.5971244,1,1
0.5189711,1,1
0.025542593,0,0
0.0036426778,0,0
0.12271905,0,0
0.03456474,0,0
0.6214686,1,1
0.3520251,1,1
0.18234438,1,0
0.023560071,0,0
0.57521665,1,1
0.16836369,0,0
0.0038221949,0,0
0.057247184,0,0
0.2216322,1,1
0.3408334,1,1
0.49687988,1,1
0.71969414,1,1
0.0061215977,0,0
0.015852923,0,0
0.7453903,1,1
0.065476164,1,0
0.15504432,0,0
0.6117878,1,1
0.14772527,1,0
0.012143118,0,0
0.0036582306,0,0
0.032218777,0,0
0.036321968,0,0
0.3494414,1,1
0.2545676,1,1
0.18916354,1,0
0.007518365,0,0
0.016864052,0,0
0.06358759,1,0
0.0035166144,0,0
0.61739874,1,1
3.7383332,0,1
0.025596311,0,0
0.59628105,1,1
0.3488619,1,1
0.32400376,1,1
0.6554106,1,1
0.55744755,0,1
0.11464681,1,0
0.18995842,1,0
0.032548588,0,0
0.5719059,1,1
0.3861694,1,1
0.062206935,0,0
0.024195367,1,0
0.060061257,1,0
0.38393077,1,1
0.62274134,1,1
0.13291074,0,0
0.042345718,0,0
0.20667267,1,1
0.06827478,1,0
0.09735206,0,0
0.104324475,0,0
0.12192484,1,0
0.73217356,1,1
0.15829363,1,0
0.15578768,1,0
0.019269893,0,0
0.0827837,1,0
0.25336087,1,1
0.0070886463,0,0
0.019882198,1,0
0.04936997,0,0
0.63415974,1,1
0.45083705,1,1
0.029321957,0,0
0.016108867,0,0
0.19669816,0,1
0.58665985,1,1
0.08217659,0,0
0.16822948,1,0
0.22689387,1,1
0.48042646,1,1
0.0064752386,0,0
0.012394194,0,0
1.0952189,1,1
0.68386114,1,1
0.37742543,1,1
0.029582564,0,0
0.23338374,1,1
0.0046321866,0,0
0.012721576,0,0
0.054306168,0,0
0.0067628296,0,0
0.023970895,0,0
0.28855833,1,1
0.066194676,0,0
0.35555604,1,1
0.08623913,1,0
0.006634429,0,0
0.026224425,0,0
0.6116278,1,1
0.04065209,0,0
0.21026845,1,1
0.25960824,1,1
0.75621206,1,1
0.072342426,0,0
0.023217533,0,0
0.5557046,1,1
0.7929991,1,1
0.14655502,1,0
0.47633213,1,1
0.54099953,1,1
0.025074016,1,0
0.06503208,0,0
0.0056537543,0,0
0.39706436,1,1
0.013915943,0,0
0.5059184,1,1
0.06961356,0,0
0.5162228,1,1
0.691264,1,1
0.017673183,0,0
0.10704587,1,0
0.06916726,1,0
1.8854396,1,1
0.529355,1,1
0.13475806,1,0
0.39650887,1,1
0.030795377,0,0
0.33123574,1,1
0.059026886,1,0
0.22677071,1,1
0.3940929,1,1
0.3397168,1,1
0.061052185,1,0
0.23093633,1,1
0.48163262,1,1
0.15740262,1,0
0.2070519,1,1
0.0930404,1,0
0.015189029,0,0
0.0029610135,0,0
0.027038882,0,0
0.0088622635,0,0
0.017516557,0,0
0.024144273,0,0
0.34734863,1,1
0.10284182,0,0
0.58068573,1,1
0.47548634,1,1
0.47700486,1,1
0.13881013,1,0
0.025936972,0,0
0.67588794,0,1
0.053562462,0,0
0.76931775,1,1
0.21266115,1,1
0.19207413,0,0
1.6430862,1,1
0.07254844,0,0
0.25646093,1,1
0.4824671,1,1
0.3854428,1,1
0.18170723,0,0
0.0027774787,0,0
0.8066186,1,1
0.3848638,1,1
0.5749396,1,1
0.14346829,1,0
0.656474,1,1
0.008835686,0,0
0.088810705,0,0
0.5375249,1,1
0.012217483,0,0
0.0031939826,0,0
1.2514994,1,1
0.0343752,0,0
1.0665272,1,1
0.0077874586,0,0
0.079103775,0,0
0.006516055,0,0
0.4543774,1,1
0.76396763,1,1
0.048711374,0,0
0.006343526,0,0
0.13073984,1,0
0.57967025,1,1
0.026934132,1,0
0.005951061,0,0
0.19153322,1,0
0.12696037,0,0
0.0027582406,0,0
0.28696707,1,1
0.024198556,0,0
0.042208705,1,0
0.15507649,1,0
0.0343371,0,0
0.04899489,1,0
0.5476611,1,1
0.13586628,1,0
0.28868848,1,1
0.0054364055,0,0
0.661234,1,1
0.8052684,1,1
0.28345352,0,1
0.6022728,1,1
0.584158,1,1
0.11133121,1,0
0.036039803,0,0
0.057998665,1,0
0.5341169,1,1
0.3917309,1,1
0.08303643,1,0
0.08214323,1,0
0.19594644,1,1
0.05435411,0,0
0.07912953,1,0
0.16246371,1,0
0.0070256004,0,0
0.1677228,0,0
0.031257443,1,0
0.05972185,0,0
0.0037428122,0,0
0.0050543677,0,0
0.08347635,1,0
0.027094007,0,0
0.12748761,1,0
0.028502295,0,0
0.27269942,1,1
0.41356236,1,1
0.015088417,0,0
0.021717988,0,0
0.010261896,0,0
0.018308343,1,0
0.19805863,1,1
0.057266552,0,0
0.011891078,0,0
0.55492437,1,1
0.24445446,1,1
0.08970385,0,0
0.052191835,1,0
0.31894228,1,1
0.0027695256,0,0
0.017818447,0,0
0.050477706,0,0
0.44883603,1,1
0.17669788,1,0
0.46767884,1,1
0.0056255423,0,0
0.48621926,1,1
0.5402565,1,1
0.05231495,1,0
0.27326912,1,1
0.0068848496,0,0
