reconstruction_error,true_label,predicted_label
0.0043357867,0,0
0.006174116,0,0
0.005453172,0,0
0.015094978,0,0
1.0584304,1,1
0.001709113,0,0
0.47856238,1,1
0.007417075,0,0
0.4293844,1,1
0.021187063,1,0
0.8170464,1,1
0.001323994,0,0
0.001551864,0,0
0.0032352363,0,0
0.39667356,1,1
0.499732,1,1
0.25304988,1,1
0.10240577,1,1
0.40980357,1,1
0.3902329,1,1
0.0030938548,0,0
0.46254516,1,1
3.4119327,1,1
1.4883425,1,1
1.1162784,1,1
0.034627408,1,0
0.0031742777,0,0
0.497509,1,1
0.38343847,1,1
3.0279186,1,1
2.0762591,1,1
1.5200673,1,1
0.51464367,1,1
0.5789393,1,1
1.5380648,1,1
0.5610001,1,1
0.056482323,1,0
0.90145224,1,1
1.0767213,1,1
0.07614979,1,0
0.0017273416,0,0
1.0644344,1,1
0.41540202,1,1
0.0049007274,0,0
0.4901338,1,1
0.489289,1,1
0.2531939,1,1
0.0041480917,0,0
1.6156003,1,1
1.4162657,1,1
4.559644,1,1
0.23343375,0,1
0.3394341,1,1
0.0075288117,0,0
0.014599031,0,0
0.0013907335,0,0
0.004193868,0,0
0.25874823,1,1
0.44453713,1,1
2.083608,1,1
0.0071260603,0,0
0.35986486,1,1
0.001661439,0,0
0.4436232,1,1
0.69478256,1,1
0.005883971,0,0
0.0019915064,0,0
0.0038973645,0,0
0.03995908,0,0
2.8853874,1,1
0.4423479,1,1
0.011062309,1,0
0.58655447,1,1
0.0033245827,0,0
0.31434873,1,1
0.00151699,0,0
0.002656291,0,0
1.5345991,1,1
2.2418368,1,1
1.365376,1,1
0.0028912968,0,0
0.001807147,0,0
0.3015237,1,1
0.03787564,1,0
0.0035655033,0,0
0.0025546518,0,0
0.015415964,0,0
0.034315784,1,0
0.0017048193,0,0
0.029730963,0,0
0.003152058,0,0
0.021102076,1,0
0.0018172112,0,0
0.0025715835,0,0
0.54530364,0,1
0.4587539,1,1
0.0011146518,0,0
0.030447597,1,0
0.0029831177,0,0
1.099525,1,1
0.0054514,0,0
0.0036742578,0,0
0.64708436,0,1
0.5321562,1,1
0.041991893,1,0
0.31860182,0,1
0.37775743,1,1
0.5497603,1,1
0.4044785,1,1
0.62675595,0,1
0.23465745,1,1
1.0147433,1,1
0.009507145,0,0
0.0051207915,0,0
0.2276238,1,1
0.37781194,1,1
1.5252179,1,1
0.020583818,0,0
0.45821595,1,1
1.70808,1,1
2.4082696,1,1
0.00139715,0,0
0.012432479,0,0
0.008158206,0,0
0.2371841,1,1
0.011501061,0,0
1.0804209,1,1
1.5505437,1,1
0.47913387,1,1
0.001956287,0,0
0.37780324,1,1
0.0023698302,0,0
0.001338494,0,0
0.012718551,1,0
0.0033967101,0,0
0.49454364,1,1
0.6033866,1,1
1.3368002,1,1
3.1653209,1,1
0.018655822,0,0
0.004631007,0,0
0.40506893,1,1
1.5407847,1,1
0.0024033955,0,0
1.1087652,1,1
0.76915914,1,1
0.36781275,1,1
0.63405204,0,1
0.51860464,1,1
0.0021722966,0,0
0.4297759,1,1
0.41986597,1,1
0.023013769,0,0
0.06974497,1,0
0.03504232,1,0
0.66464573,1,1
0.58940667,1,1
0.004732132,0,0
0.4239579,1,1
0.4398787,1,1
0.0070776916,0,0
1.4584534,1,1
0.0018228561,0,0
1.1001756,1,1
0.2540608,1,1
0.009181323,0,0
0.0024289477,0,0
0.6274474,0,1
1.7872158,1,1
0.0057110884,0,0
1.9550178,1,1
0.0056952466,0,0
0.4696837,1,1
0.099778324,1,0
0.013330594,0,0
0.11438832,1,1
0.54065204,0,1
0.0016902994,0,0
1.6315039,1,1
0.068542905,1,0
0.44630763,1,1
1.0340862,1,1
1.64538,1,1
0.003105428,0,0
0.62613094,0,1
0.0017027732,0,0
0.013250376,0,0
0.4557524,1,1
0.23124562,1,1
0.0021127271,0,0
0.37239298,1,1
0.0017442999,0,0
0.0029660698,0,0
0.007266195,0,0
0.0017190981,0,0
0.39775965,1,1
0.00165603,0,0
0.057632666,1,0
0.11080205,1,1
2.2207475,1,1
1.1713195,1,1
0.51631874,1,1
0.30480498,1,1
1.5767908,0,1
0.44513535,1,1
0.02783061,0,0
2.992977,1,1
0.002176305,0,0
0.0012826484,0,0
0.6407962,0,1
0.48144498,1,1
1.1454784,1,1
1.4246575,1,1
0.25992566,1,1
0.001960565,0,0
0.005062457,0,0
0.03339718,1,0
0.69441,1,1
1.1053919,1,1
1.4568111,1,1
0.48958793,1,1
0.0063903704,0,0
3.122055,1,1
0.43015373,1,1
1.3363063,1,1
0.0014858318,0,0
0.0053959046,0,0
0.2622568,1,1
0.0022630182,0,0
0.0051490045,0,0
0.6513418,0,1
3.5058694,1,1
0.0017477801,0,0
0.0016797029,0,0
0.3814969,1,1
0.0022779878,0,0
0.0014208747,0,0
0.01126673,0,0
0.6166699,0,1
1.3515809,1,1
0.002500963,0,0
0.02090269,1,0
0.0038510633,0,0
0.46905425,1,1
0.029832559,1,0
0.020438178,0,0
0.0022594337,0,0
0.39754078,1,1
2.4864583,1,1
0.2197687,1,1
0.47098112,1,1
0.0014475592,0,0
0.0015728351,0,0
0.41016215,1,1
1.6460167,1,1
1.1066251,1,1
4.0521994,0,1
0.007218371,0,0
0.49241912,1,1
0.013543333,0,0
0.023041556,0,0
0.013619589,0,0
1.0181139,1,1
0.001939674,0,0
0.5072432,1,1
1.394701,1,1
0.0012531771,0,0
0.004377692,0,0
0.017563425,1,0
0.0032735304,0,0
0.0027703918,0,0
0.6236923,0,1
1.239893,1,1
0.0025030444,0,0
0.11631191,1,1
0.30212176,1,1
0.0055751423,0,0
0.41869402,1,1
0.0015403883,0,0
0.019744754,1,0
0.4620211,1,1
1.5650429,1,1
0.0017429641,0,0
0.84597826,1,1
0.6368005,0,1
1.4975741,1,1
0.0020855172,0,0
0.0046146484,0,0
0.027388195,1,0
0.41792512,1,1
0.041938722,1,0
0.0042461795,0,0
1.2321708,1,1
0.0013159048,0,0
0.001817071,0,0
0.4019555,1,1
0.018521344,0,0
0.028175991,0,0
1.4446654,1,1
0.5796149,0,1
0.4300693,1,1
0.10404665,1,1
0.45339236,1,1
0.0034142907,0,0
0.03687871,1,0
9.816473,0,1
2.2693024,1,1
0.0025712447,0,0
0.002404734,0,0
1.9104099,1,1
0.08225974,0,0
0.24650483,1,1
0.0023789709,0,0
0.0015145335,0,0
0.0033298677,0,0
0.0031033976,0,0
0.09917179,1,0
0.0043323576,0,0
0.020795675,0,0
0.0025549806,0,0
0.019024199,1,0
0.81907386,1,1
4.014544,1,1
0.3101039,1,1
0.41235358,1,1
0.59596264,0,1
0.0057448302,0,0
0.0039006788,0,0
1.6009248,1,1
1.2019513,1,1
3.0919735,1,1
0.42756966,1,1
0.0030524686,0,0
0.9780595,1,1
0.001876943,0,0
0.0024972493,0,0
0.37185583,1,1
1.4898474,1,1
0.0024184843,0,0
0.0019917856,0,0
0.0050597554,0,0
0.5315606,0,1
0.48020306,1,1
1.0506954,1,1
0.26341003,1,1
0.027839003,1,0
0.0012936358,0,0
0.0019625975,0,0
0.9026861,0,1
0.6153369,0,1
0.43411255,1,1
0.003760361,0,0
0.0021841857,0,0
0.036088143,1,0
1.0643374,1,1
0.0013681995,0,0
1.1398084,1,1
0.7536808,1,1
0.38764927,1,1
0.12258781,0,1
0.2003018,1,1
0.0046073687,0,0
0.0029579736,0,0
0.0016447582,0,0
0.58679855,1,1
2.0549364,1,1
0.69854784,1,1
0.07107056,0,0
0.06583036,1,0
0.004723592,0,0
1.2164685,1,1
0.005464561,0,0
0.08573589,0,0
1.4810187,1,1
0.48546436,1,1
0.5985603,1,1
0.033387076,1,0
0.5134475,1,1
0.003792933,0,0
3.5605447,1,1
0.3944711,1,1
0.015473062,1,0
0.0020397683,0,0
0.1116197,0,1
0.6924215,1,1
0.02178529,1,0
0.11587192,1,1
0.11102,1,1
0.11651137,1,1
0.27986306,1,1
0.002338081,0,0
0.4981103,1,1
3.5077932,1,1
0.021060623,0,0
0.001635027,0,0
0.11216894,0,1
0.039205786,1,0
0.10149944,1,1
1.0410323,1,1
0.0017573114,0,0
0.23641579,1,1
0.0053972006,0,0
0.8746053,1,1
0.2874738,1,1
0.23459335,1,1
0.010382499,0,0
0.29368523,1,1
0.35425586,1,1
0.009521287,0,0
0.0019062044,0,0
0.0052636075,0,0
0.0027106218,0,0
0.0026676727,0,0
0.4448325,1,1
0.002515976,0,0
0.0012983587,0,0
0.003375165,0,0
0.21764879,1,1
0.005348702,0,0
0.49006796,1,1
0.6272667,1,1
0.002326411,0,0
0.0015921255,0,0
0.47920284,1,1
0.26473698,1,1
0.019605435,0,0
0.0018052221,0,0
0.63129926,0,1
0.004547352,0,0
0.44842407,1,1
0.004938284,0,0
0.009307628,0,0
0.002045585,0,0
0.00793693,0,0
1.9592066,1,1
0.30723312,1,1
1.4265671,1,1
1.3452574,1,1
0.0013706516,0,0
0.002835506,0,0
0.8151602,1,1
0.66717386,0,1
0.0024382179,0,0
0.34652978,0,1
0.037216347,0,0
0.0045327605,0,0
0.016277926,1,0
0.001434819,0,0
0.08785954,1,0
0.0042051105,0,0
0.0015746488,0,0
0.0012260256,0,0
0.017813357,1,0
0.0030239725,0,0
0.24862784,1,1
1.6316332,1,1
0.026377615,1,0
0.0015281462,0,0
2.6385202,1,1
2.828977,1,1
0.40398008,1,1
0.021109618,1,0
0.66549975,1,1
1.1067502,1,1
0.0015966605,0,0
0.32028246,1,1
0.60461265,0,1
0.0035967308,0,0
0.020143919,0,0
1.5585353,1,1
8.805632,0,1
0.7214253,1,1
0.036333136,1,0
1.575114,1,1
0.001531781,0,0
0.3370202,1,1
0.46789187,1,1
0.0031079876,0,0
0.19518594,1,1
0.008410585,0,0
0.008681676,1,0
0.054738447,1,0
0.46169552,1,1
0.37448698,1,1
0.21270163,1,1
1.6642742,1,1
0.2427646,0,1
1.2182539,1,1
0.03041634,1,0
0.005635678,0,0
0.056355633,1,0
0.0017920791,0,0
0.5236995,1,1
0.0064288755,0,0
0.025040591,1,0
0.53076184,1,1
1.2687656,1,1
6.248748,1,1
0.005229445,0,0
0.3988586,1,1
0.47504398,1,1
0.45167843,1,1
0.4905664,1,1
4.28554,1,1
0.001559457,0,0
0.27052844,1,1
0.004949257,0,0
1.0508714,1,1
6.449026,1,1
0.49237543,1,1
0.0021076074,0,0
0.4604903,1,1
0.6253904,0,1
0.24838297,1,1
0.2368908,1,1
0.32101786,1,1
1.6370548,1,1
0.79651314,0,1
1.4991949,1,1
0.5764752,1,1
0.0023900142,0,0
0.0022776036,0,0
2.0990038,1,1
0.6918527,1,1
0.0023450274,0,0
0.009784127,0,0
0.001967272,0,0
0.008309878,0,0
1.7849301,1,1
0.09892105,1,0
0.0016195483,0,0
0.0037699395,0,0
0.0028616434,0,0
0.25367287,1,1
3.0759916,1,1
0.0141391475,0,0
0.0014131424,0,0
0.009838664,0,0
0.47650728,1,1
1.3516846,1,1
0.0023034327,0,0
0.003627936,0,0
0.25006923,1,1
0.122671045,1,1
0.10402342,0,1
0.61915797,0,1
0.005444708,0,0
0.0017328791,0,0
0.635247,0,1
0.39411587,1,1
0.0020349105,0,0
0.39699322,1,1
0.03010107,0,0
0.002671639,0,0
1.0853167,1,1
0.09965536,1,0
0.68599504,1,1
0.02129842,1,0
0.2823666,1,1
0.5726049,1,1
0.001711007,0,0
1.5743542,1,1
0.0024435457,0,0
0.6502021,1,1
0.0054734754,0,0
0.0041395505,0,0
0.003108101,0,0
0.25310537,1,1
1.2273968,1,1
0.17677289,0,1
2.4931433,1,1
0.0060356255,0,0
0.63134336,1,1
0.03962566,1,0
0.42742082,1,1
0.084039174,0,0
0.0014695945,0,0
0.005374901,0,0
1.5535598,1,1
0.0016094941,0,0
1.5816321,1,1
1.3774989,1,1
0.004056428,0,0
0.0014835143,0,0
1.5603384,1,1
0.5002927,1,1
1.3833629,1,1
0.4480255,1,1
0.032300305,0,0
0.6776743,1,1
1.0865784,1,1
0.0054585496,0,0
1.1039551,0,1
0.63287306,0,1
0.6437525,0,1
0.0040439847,0,0
1.0405357,1,1
0.12783597,1,1
0.11036962,1,1
1.062921,1,1
0.012316875,0,0
0.0021324991,0,0
0.002750405,0,0
0.016959175,1,0
0.019647818,1,0
0.0018919514,0,0
0.009718634,0,0
1.6103873,1,1
0.0060698334,0,0
0.03647829,0,0
0.12141095,1,1
1.6158046,1,1
0.025225002,0,0
0.034507606,1,0
0.029146884,1,0
0.0022898489,0,0
0.0022818283,0,0
0.0070641283,0,0
0.0018718472,0,0
0.0018816976,0,0
4.280557,1,1
0.002689708,0,0
0.3006619,1,1
0.21990615,1,1
0.60326356,1,1
0.5437189,0,1
0.7200215,1,1
0.0015973574,0,0
0.0062954617,0,0
0.059542302,1,0
0.19751722,1,1
0.0021976542,0,0
0.0012802262,0,0
0.054479122,1,0
0.0040653953,0,0
1.6411415,1,1
0.008642544,0,0
0.45807844,1,1
0.49734107,1,1
0.009803406,0,0
0.008624239,0,0
0.81693065,1,1
1.5723449,1,1
0.0049111415,0,0
0.0167333,1,0
0.26118645,1,1
0.084002614,0,0
0.001200636,0,0
0.0070878738,0,0
0.41876775,1,1
0.46361196,1,1
0.0066076713,0,0
0.010759914,0,0
0.39684662,1,1
1.3746802,1,1
0.002232344,0,0
0.03209107,0,0
0.0025123805,0,0
0.023569176,0,0
0.2910768,1,1
0.012209421,0,0
0.5526836,1,1
1.4500878,1,1
0.00717381,0,0
0.040573083,1,0
0.040902875,0,0
0.0026058822,0,0
0.0024162005,0,0
0.24190646,1,1
0.0021073222,0,0
0.2708805,1,1
0.9266792,1,1
0.0024264487,0,0
0.37924203,1,1
0.0043460485,0,0
0.4998677,1,1
0.0018891841,0,0
0.4218756,1,1
0.017063443,0,0
0.0017428165,0,0
0.44664875,1,1
0.5689619,1,1
1.3714005,1,1
0.105957694,0,1
0.49522126,1,1
0.0015279638,0,0
0.12328912,1,1
0.65678245,1,1
0.0022736483,0,0
0.007425884,0,0
0.0033141999,0,0
0.0020683494,0,0
0.4810101,1,1
0.39586127,1,1
0.0014323901,0,0
0.01034417,0,0
0.0016924448,0,0
0.50903744,1,1
0.0024273072,0,0
0.001969382,0,0
1.1014314,1,1
0.3821422,1,1
0.001549197,0,0
0.0050620213,0,0
0.020498075,1,0
0.10447115,0,1
0.0022272253,0,0
1.332329,1,1
0.04831228,1,0
0.6434881,0,1
0.00500486,0,0
0.06950513,1,0
0.47243997,1,1
0.0053848224,0,0
0.019095743,0,0
0.46921068,1,1
0.98240924,1,1
0.26354182,1,1
0.0035943422,0,0
0.0024804687,0,0
0.06837903,1,0
0.0022015893,0,0
0.002885496,0,0
0.27536938,1,1
0.005616639,0,0
1.7555909,1,1
0.47548774,1,1
0.85043347,1,1
0.057384387,1,0
0.38326278,1,1
0.3578068,1,1
1.9407936,1,1
0.05315593,1,0
0.4657485,1,1
0.044217426,1,0
0.51105785,1,1
0.021181446,0,0
0.23796682,1,1
0.006023367,0,0
0.0014531612,0,0
1.252503,1,1
0.54372054,0,1
0.46446735,1,1
0.0025934896,0,0
0.38330558,1,1
0.0016363001,0,0
0.46918282,1,1
0.0069020833,0,0
0.26189265,1,1
0.32231194,1,1
0.9944433,1,1
1.0332898,1,1
0.0033410601,0,0
1.1368388,1,1
1.4470675,1,1
0.0148851955,0,0
0.0022941588,0,0
0.0021729723,0,0
1.1586688,1,1
0.4163412,1,1
0.46806362,1,1
0.07478784,1,0
0.50867164,0,1
0.30338526,1,1
0.0013712322,0,0
1.4936589,1,1
0.46972522,1,1
0.66007096,1,1
0.4882635,1,1
0.4956242,1,1
0.0053845686,0,0
0.002070543,0,0
0.067798756,1,0
0.4381656,1,1
0.0019178364,0,0
0.41077897,1,1
0.3214747,1,1
0.004463882,0,0
0.0039107376,0,0
0.47049272,1,1
0.116613984,1,1
0.41484818,1,1
0.0021514187,0,0
0.38597268,1,1
0.0027771539,0,0
0.0022006086,0,0
0.37472984,1,1
0.0027437203,0,0
0.021109901,1,0
1.669756,1,1
0.008070292,0,0
0.51442236,1,1
0.59955466,1,1
0.12142121,0,1
0.57733256,1,1
0.02110779,1,0
0.0027865446,0,0
9.473526,1,1
0.5987993,1,1
0.2514241,1,1
3.1172879,1,1
0.0022827,0,0
0.077987775,1,0
0.009122089,0,0
0.024858152,0,0
0.071030766,0,0
0.06527383,0,0
0.004352068,0,0
0.31543344,1,1
0.12647933,1,1
0.004672682,0,0
0.021021664,1,0
0.07637915,1,0
0.27075583,1,1
0.63688457,0,1
0.7114672,1,1
1.4733028,1,1
0.020716727,1,0
0.0025181312,0,0
0.0025324498,0,0
1.752193,1,1
0.75843835,1,1
1.6170847,1,1
0.64561754,1,1
0.006156611,0,0
0.02093288,0,0
0.005540886,0,0
0.870272,1,1
0.004832766,0,0
0.021098081,0,0
0.28762084,1,1
0.015709992,1,0
1.061928,1,1
0.0016748678,0,0
0.0031969799,0,0
3.168725,1,1
0.0045662923,0,0
0.5326378,1,1
0.02048559,1,0
8.701085,1,1
1.2243905,1,1
0.002204069,0,0
0.0043808413,0,0
0.4943495,1,1
0.6782512,1,1
0.059661277,1,0
0.453138,1,1
0.57532614,1,1
0.0026030408,0,0
0.0025008135,0,0
0.0037767247,0,0
0.069741584,1,0
0.43649217,1,1
0.37535885,1,1
1.30233,1,1
0.91176873,1,1
0.002369947,0,0
0.09438569,1,0
0.0054524853,0,0
0.41534048,1,1
0.0016245052,0,0
0.39462602,1,1
6.2456903,1,1
0.002579169,0,0
0.648506,1,1
0.1970151,0,1
0.02931917,1,0
0.48564595,1,1
0.5049124,1,1
1.652816,1,1
0.4923367,1,1
1.544004,1,1
0.002520987,0,0
0.0019616582,0,0
0.005182605,0,0
1.3794564,1,1
0.028226743,1,0
0.43343213,1,1
0.0037406678,0,0
1.0329249,1,1
0.41438785,1,1
1.0976177,1,1
0.0064594373,0,0
0.53340137,1,1
0.6396438,1,1
1.3007685,1,1
0.3386109,1,1
0.2357623,1,1
0.5264268,1,1
0.64501697,0,1
0.02626825,0,0
0.0036398943,0,0
1.2453395,1,1
0.68504596,1,1
0.021068284,1,0
0.0015519747,0,0
0.011410589,0,0
0.031733572,0,0
0.04760226,1,0
0.67620176,1,1
0.49591455,1,1
0.04445162,0,0
0.004096973,0,0
0.0052379603,0,0
0.0032760897,0,0
0.0018825486,0,0
1.3292356,1,1
1.206116,1,1
0.01958836,0,0
0.0023828407,0,0
0.002225072,0,0
1.0049905,1,1
0.34291488,1,1
0.004050155,0,0
0.2822097,1,1
0.0042356197,0,0
0.48768103,1,1
1.3589703,1,1
0.9817528,1,1
0.05263234,1,0
0.49178806,1,1
0.4783582,1,1
0.029222084,1,0
0.0028236432,0,0
0.0035143883,0,0
0.0031934918,0,0
0.0061256667,0,0
0.007420803,0,0
0.0051526064,0,0
0.5279454,1,1
2.4434776,1,1
0.3322833,1,1
0.39689156,1,1
1.1396604,1,1
0.06113187,1,0
0.0018928314,0,0
0.27900466,1,1
1.0477449,1,1
2.7885725,1,1
0.08437207,1,0
0.40695107,1,1
0.5993202,0,1
0.0018565583,0,0
0.5507454,1,1
0.45225385,1,1
0.0017653616,0,0
0.72161984,1,1
0.5696355,1,1
0.034182478,0,0
0.014939331,0,0
2.1642199,1,1
0.26029706,1,1
0.0017084661,0,0
0.006732539,0,0
0.002183132,0,0
0.18789752,1,1
0.0067183427,0,0
0.0051027383,0,0
0.41869023,1,1
0.0025076256,0,0
0.0017325272,0,0
0.063813046,1,0
0.02906666,0,0
0.64752376,0,1
0.0019399497,0,0
0.0019315048,0,0
0.0023092085,0,0
0.0063757556,1,0
0.0015328624,0,0
0.2946269,1,1
3.1703,1,1
0.05071641,1,0
0.40068376,1,1
1.5152383,1,1
0.004277324,0,0
0.0024043708,0,0
0.0019252654,0,0
0.0018573389,0,0
0.19597071,1,1
0.21723261,1,1
0.24810372,1,1
0.06702602,1,0
0.020780208,1,0
0.63134646,0,1
1.4946781,1,1
0.41392025,1,1
0.008924449,0,0
0.02777653,0,0
1.5666654,1,1
1.5069056,1,1
0.081753895,0,0
0.097018935,0,0
0.06679114,1,0
0.26404712,1,1
0.66402704,1,1
0.0041740797,0,0
0.0015946478,0,0
0.0024440864,0,0
0.62674475,1,1
1.0045137,1,1
0.6419778,0,1
0.008712347,0,0
0.27255785,1,1
1.2684016,1,1
0.48268998,1,1
0.036576256,0,0
0.0069785127,0,0
0.010784047,0,0
0.006226919,1,0
0.62154084,1,1
0.46393993,1,1
0.45854735,1,1
0.035955332,1,0
3.0419393,1,1
0.005440098,0,0
0.56086534,1,1
0.55313164,1,1
1.9709817,1,1
0.38775417,1,1
0.0039313114,0,0
0.37994733,1,1
1.5584495,1,1
0.5234571,1,1
0.044857908,1,0
0.2546413,1,1
0.77392566,1,1
0.005238204,0,0
0.4350789,1,1
0.029489879,1,0
0.0021020793,0,0
0.10600237,0,1
0.3642343,1,1
1.0515244,1,1
0.5860853,1,1
0.0019052,0,0
0.0024514648,0,0
0.015026727,0,0
0.008423924,0,0
0.41537383,1,1
0.40803063,1,1
0.024831517,1,0
0.7527394,1,1
0.002681372,0,0
0.49799627,1,1
0.012322241,0,0
0.0012483847,0,0
0.004668805,0,0
0.046868358,1,0
1.2177384,1,1
1.8441119,1,1
1.5843167,1,1
0.0016778983,0,0
0.0018148357,0,0
0.50176525,1,1
0.06285905,1,0
0.7073966,0,1
0.4523404,1,1
0.24683964,1,1
0.0014282268,0,0
0.002329275,0,0
0.02117786,0,0
0.0020413112,0,0
0.8111963,1,1
0.048166223,1,0
0.1329941,1,1
0.0061069923,0,0
0.003894927,0,0
0.016199766,1,0
0.25869077,1,1
0.0038748616,0,0
0.68624043,1,1
9.562317,0,1
0.0028861088,0,0
0.47184712,1,1
0.22160937,1,1
1.5247264,1,1
0.47138602,1,1
0.23389284,0,1
0.5750988,1,1
0.04994044,1,0
0.007772135,0,0
0.50114536,1,1
1.5473522,1,1
0.014879595,0,0
0.029540999,1,0
0.032175105,1,0
1.2719368,1,1
0.550978,1,1
0.6817072,0,1
0.002002382,0,0
0.22393438,1,1
0.2489221,1,1
0.023248803,0,0
0.035729673,0,0
0.14723639,1,1
0.45020834,1,1
3.216111,1,1
0.06792462,1,0
0.6476445,0,1
0.20032652,1,1
0.7765927,1,1
0.0018967032,0,0
0.25635672,1,1
0.01047222,0,0
1.2051858,1,1
1.2728151,1,1
0.001896267,0,0
0.0041827094,0,0
0.014715298,0,0
0.37886763,1,1
0.0030795524,0,0
0.28006494,1,1
0.69308704,1,1
0.88722557,1,1
0.007725288,0,0
0.006631205,0,0
1.4300649,1,1
0.017367074,1,0
0.4875511,1,1
0.39330906,1,1
0.011653223,0,0
1.2547934,1,1
0.00556853,0,0
0.57228565,1,1
0.0027047708,0,0
0.0059636026,0,0
0.0068247886,0,0
0.002650391,0,0
0.40429342,1,1
0.004059849,0,0
0.47157675,1,1
0.26439047,1,1
0.0019352916,0,0
0.639423,0,1
0.36335889,1,1
0.011085893,0,0
0.21584105,1,1
0.63904953,1,1
0.37176168,1,1
0.0016098642,0,0
0.003212103,0,0
0.47930843,1,1
0.48068073,1,1
0.020949222,1,0
1.027524,1,1
0.48451334,1,1
0.23730241,1,1
0.67577237,1,1
0.003197746,0,0
0.0031367838,0,0
2.5098839,1,1
0.0014122854,0,0
0.31973216,1,1
0.002501515,0,0
1.1392468,1,1
0.9631563,1,1
0.0018445266,0,0
0.17739603,1,1
0.05290866,1,0
1.6176538,1,1
0.5295568,1,1
1.5452819,1,1
1.2531707,1,1
0.47780117,1,1
0.003579549,0,0
0.40330797,1,1
0.04114031,1,0
1.3975192,1,1
0.42373005,1,1
0.44383457,1,1
0.010853995,1,0
1.1069249,1,1
0.56661326,1,1
1.2197603,1,1
1.0605826,1,1
0.020754633,1,0
0.0038480978,0,0
0.0025394675,0,0
0.0023949526,0,0
0.004031499,0,0
0.008586312,0,0
0.006156416,0,0
0.28018585,1,1
0.00513572,0,0
0.4255292,1,1
1.0116634,1,1
0.20919763,1,1
1.6653762,1,1
0.2624129,1,1
0.022231018,0,0
8.188504,0,1
0.017428283,0,0
0.5258866,1,1
0.65828115,1,1
0.06326519,0,0
1.6062648,1,1
0.016684962,0,0
1.2415745,1,1
0.63402605,1,1
2.450294,1,1
0.6326231,0,1
0.001474095,0,0
0.44040474,1,1
0.40344393,1,1
0.5205665,1,1
0.49886596,1,1
0.7309126,1,1
0.003139672,0,0
0.010319105,0,0
0.5351426,1,1
0.0044168825,0,0
0.0014707254,0,0
1.5976255,1,1
0.025626965,0,0
0.73473793,1,1
0.002100852,0,0
0.03372833,0,0
0.0019140507,0,0
0.3668182,1,1
1.7025917,1,1
0.0041152677,0,0
0.0059433654,0,0
0.023054399,1,0
0.43850532,1,1
0.25159162,1,1
0.0028444787,0,0
1.1671115,1,1
0.02163688,0,0
0.0015817799,0,0
1.0505875,1,1
0.0018508362,0,0
0.059754923,1,0
0.21034752,1,1
0.00326592,0,0
0.6086766,1,1
2.2952511,1,1
0.03652117,1,0
0.80576324,1,1
0.001616258,0,0
0.715934,1,1
0.4245291,1,1
0.49234697,1,1
0.07353031,0,0
0.44467843,1,1
0.5979903,1,1
0.7214717,1,1
0.0034975514,0,0
0.2623558,1,1
0.46393198,1,1
0.39980596,1,1
0.07942742,1,0
0.041986573,1,0
1.0864886,1,1
